uuid,author_sort,title_sort,authors,title,formats,size,languages,isbn,tags
"904a5f1e-bdd1-462b-acf5-d11cd202a2b1","Cook, Paul","Karma Kommandos","Paul Cook","Karma Kommandos","epub","302952","eng","",""
"fe92e802-8e71-4249-b20f-8a24f3faf92b","Martin, George R. R.","Dance with Dragons, A","George R.R. Martin","A Dance with Dragons","epub","5285197","eng","978-0-553-90565-6",""
"24321f4b-7b51-408c-aa3c-98caf23b0aa5","Gilbert, Elizabeth","Signature of All Things, The","Elizabeth Gilbert","The Signature of All Things","epub","2940528","eng","",""
"077c83f7-0ea8-4d3c-849b-09d044409c1d","Hall, Erika","Just Enough Research","Erika Hall","Just Enough Research","epub","3787668","eng","9781937557119",""
"195dce5d-63c6-4d21-bbda-697987cd0489","Monteiro, Mike","Design Is a Job","Mike Monteiro","Design Is a Job","epub","1454564","eng","9781937557058","design"
"91805a86-b31a-42c1-8b34-11c6b262d2eb","Fujitaki, Kazuhiro","Manga Guide to Electricity, The","Kazuhiro Fujitaki","The Manga Guide to Electricity","pdf","14417650","eng","9781593271978",""
"5f9187f2-f192-4e81-a49b-66fa0bac05d2","Kojima, Hiroyuki","Manga Guide to Calculus, The","Hiroyuki Kojima","The Manga Guide to Calculus","pdf","30468501","eng","9781593271947",""
"551fc5ec-ef4d-43bd-b48c-32ac409b6ebf","Jordan, Robert","Eye of the World, The","Robert Jordan","The Eye of the World","epub","2422226","eng","",""
"cf33dc37-4976-4098-941d-e17a11557312","Jordan, Robert","Great Hunt, The","Robert Jordan","The Great Hunt","epub","1825684","eng","",""
"665fbb3b-6120-4107-accb-ccc3d1599468","Simmons, Dan","Drood","Dan Simmons","Drood","epub, mobi","2181308","eng","",""
"aa69d92d-65f2-44bc-ac40-4c50cb6e99d1","Partch, Harry","Genesis of a Music","Harry Partch","Genesis of a Music","pdf","83359643","eng","",""
"ddacd8b6-d16f-429e-b328-0b5e7ed12d09","Eggers, Dave","Circle, The","Dave Eggers","The Circle","epub, mobi","2209295","eng","9780385351409","Fiction"
"3c06ad43-40ac-4d16-af4b-56768886ce65","Aitken, Robert","Taking the Path of Zen (163p)","Aitken, Robert","Taking the Path of Zen (163p)","pdf","2509274","","","buddhism"
"334fb8ba-a002-43e9-b882-54419b996534","Gordon, Kim","Girl in a Band","Kim Gordon","Girl in a Band","epub, mobi","5284022","eng","",""
"e7bd47d5-c871-4510-b82b-484e005897a6","Jordan, Robert","Dragon Reborn, The","Robert Jordan","The Dragon Reborn","epub","2336666","eng","",""
"77ca8c64-1beb-41dd-bb44-70bc56231ca5","Aristotle","Ethics of Aristotle, The","Aristotle","The Ethics of Aristotle","epub","251701","eng","",""
"909f16dd-f14f-4706-bb4a-441e82ae1c0f","Vance, Jack","Mazirien la Magiisto (cxiuj 6 rakontoj)","Jack Vance","Mazirien la Magiisto (cxiuj 6 rakontoj)","epub","7437441","epo","","esperanto"
"f03fef78-8a2c-4c00-a75f-3440b9f5253d","White, Kate","Eyes on You","Kate White","Eyes on You","epub","791091","eng","",""
"9f5fd039-7de9-4599-ba3a-e712b6059a93","OMRANI","Microsoft Word - Gerda-eo","OMRANI","Gerda Malapiris!","pdf","721922","epo","","esperanto"
"244344ea-d77b-450a-9758-563fb53dab93","Orwell, George","mil nauxcent okdek kvar","George Orwell","mil nauxcent okdek kvar","pdf","2429051","epo","","esperanto"
"5caa3ebf-4100-4102-beb7-6e01ec797777","Matthias, Ulrich","Fajron sentas mi interne","Ulrich Matthias","Fajron sentas mi interne","pdf","316815","epo","","esperanto"
"ecec467e-d1b3-4c55-bbe3-edfc7d375f5a","Hill, Joe","Locke and Key v1","Joe Hill","Locke and Key v1","pdf","91937784","","",""
"77b2d43c-7199-41aa-a97c-c5fede93cfc1","Hill, Joe","Layout 1","Joe Hill","Locke and Key v2","pdf","77597430","","",""
"6e23f3e8-c1f1-4b51-a620-6c791dadd6d5","Hill, Joe","Locke and Key v6","Joe Hill","Locke and Key v6","pdf","93124214","","",""
"29418ad7-be59-4137-b007-04aa8bb39929","Hill, Joe","Layout 1","Joe Hill","Locke and Key v3","pdf","77690318","","",""
"387be460-160e-4a44-98ae-996609306a36","Hill, Joe","Layout 1","Joe Hill","Locke and Key v4","pdf","62692730","","",""
"df649856-2a4f-4f81-811f-50a8384ee120","Hill, Joe","Layout 1","Joe Hill","Locke and Key v5","pdf","84029920","","",""
"def255ce-f01d-4f38-91db-40f3b9570055","Sloan, Robin","Mr. Penumbra's 24-Hour Bookstore","Robin Sloan","Mr. Penumbra's 24-Hour Bookstore","epub","384824","eng","",""
"6474c297-27a2-4578-ba3c-f303aa12d722","de Saint-Exupéry, Antoine","jan lawa lili","Antoine de Saint-Exupéry","jan lawa lili","epub","54769","eng","","toki pona"
"933a6977-4eec-426b-896d-6bbcf1fdae4a","Cardenas, Eliazar Parra","Toki Pona in 76 Illustrated Lessons","Eliazar Parra Cardenas","Toki Pona in 76 Illustrated Lessons","pdf","2275155","","","toki pona"
"6cb48e89-6e7e-4154-ba91-863bf8ed7512","Testa, Dom","Comet's Curse, The","Dom Testa","The Comet's Curse","epub","340392","eng","",""
"a22b17d5-4cab-4c5f-a41b-1052a02700cd","Korczak, Janusz","Bonhumoraj rakontoj","Janusz Korczak","Bonhumoraj rakontoj","pdf","196953","epo","","esperanto"
"99710bcd-71c4-44ee-a7a2-e3b6c3a38561","various","Libera Esperanto-Libro","various","Libera Esperanto-Libro","pdf","37327653","epo","","esperanto"
"bf1325e9-e699-4974-8439-ddebdd0e4dca","Zaft, Sylvan","Esperanto: A Language for the Global Village","Sylvan Zaft","Esperanto: A Language for the Global Village","epub","174214","epo","","esperanto"
"ffa843df-59eb-495a-b0db-e3e5491f3adc","Butcher, Jim","Storm Front","Jim Butcher","Storm Front","epub, mobi","506056","eng","",""
"8d211942-cb5e-41e4-8b55-d75b87971c2c","Smith, L. Neil","Pallas","L. Neil Smith","Pallas","epub","452315","eng","",""
"9cd0df62-712e-4123-bd31-ec9db59c088c","Green, Roedy","Kiel Paroli Maldece en Esperanto","Roedy Green","Kiel Paroli Maldece en Esperanto","epub","12989","epo","","esperanto"
"af656742-a52b-4668-ab6a-cf0c6e5a3443","Corsetti","Regularizing the regular","Corsetti","Regularizing the regular The phenomenon of overregularization in Esperanto-speaking children","pdf","135490","epo","","esperanto"
"39b5e249-dd3d-4c8a-87fe-5b6ab06d33a6","Cline, Ernest","Armada","Ernest Cline","Armada","epub, mobi","6867883","eng","9780804137263","Fiction, sci-fi"
"b174789a-eab3-418a-b260-4f133e902b58","Manning, Jonathon","iOS Swift Game Development Cookbook","Jonathon Manning","iOS Swift Game Development Cookbook","epub","4712660","eng","9781491920800",""
"fc106209-d686-45c3-b61d-c88ad6edde7b","Rowling, J. K.","Hari Potter kaj la Sxtono de la Sagxuloj","J. K. Rowling","Hari Potter kaj la Sxtono de la Sagxuloj","docx, epub","296527","epo","","esperanto"
"d81ba09c-0213-4f3a-aa80-b18ef116c253","Wennergren, Bertilo","Plena Manlibro de Esperanta Gramatiko","Bertilo Wennergren","Plena Manlibro de Esperanta Gramatiko","pdf","3730217","epo","","esperanto"
"26ed5ab0-398f-423c-bd67-a501c1a0d22b","Offerman, Nick","Gumption","Nick Offerman","Gumption","epub, mobi","12972392","eng","",""
"8991557c-a2d1-4fc4-bde2-bae5bde8f2f2","North, Ryan","To Be or Not To Be","Ryan North","To Be or Not To Be","epub","13063524","eng","",""
"eda540db-c9a1-4bd6-8d58-93ea9e853a36","Shea, Robert & Wilson, Robert Anton","Illuminatus! Trilogy: The Eye in the Pyramid, the Golden Apple, Leviathan, The","Robert Shea & Robert Anton Wilson","The Illuminatus! Trilogy: The Eye in the Pyramid, the Golden Apple, Leviathan","epub","836638","eng","9780440539810",""
"51753b87-15b3-4f1e-b5ee-e70023530897","Keyes, Marian","Woman Who Stole My Life, The","Marian Keyes","The Woman Who Stole My Life","epub, mobi","1179943","eng","",""
"73628bf9-ce35-4742-978f-79a9735e2f19","Way, Gerard","Umbrella Academy Volume 1: Apocalypse Suite","Gerard Way","Umbrella Academy Volume 1: Apocalypse Suite","azw3","108296068","eng","9781593079789",""
"efa5a65b-be22-492a-8111-0403ce721205","Haviv, Amos Q.","MEAN Web Development","Amos Q. Haviv","MEAN Web Development","pdf","23431200","","",""
"e7ba1fb6-4d46-46a7-94d2-ca0349d31028","Fellesine, Matthias","Realm of Racket","Matthias Fellesine","Realm of Racket","pdf","18314108","","","lisp"
"dc4f11bd-7bdd-492d-8b6f-52154ed2889a","W. Frank Ableson, Robi Sen, Chris King","Android in Action, Second Edition","W. Frank Ableson, Robi Sen, Chris King","Android in Action, Second Edition","epub","22316133","eng","","android"
"cfebf9cf-5085-4bb0-8c04-fe38f9936799","Frank Ableson, Charlie Collins, Robi Sen","Unlocking Android: A Developer’s Guide","Frank Ableson, Charlie Collins, Robi Sen","Unlocking Android: A Developer’s Guide","epub","13971518","eng","",""
"2f4d2526-5c11-47ff-8139-3e234ddd1c74","Bookshelf, The Pragmatic","Groovy Recipes","The Pragmatic Bookshelf (76931)","Groovy Recipes","pdf","2203395","","",""
"b14fc7bb-3b67-452a-857c-054e3e46e42c","Rocher, Graeme & Brown, Jeff Scott","Definitive Guide to Grails (Expert's Voice in Web Development), The","Graeme Rocher & Jeff Scott Brown","The Definitive Guide to Grails (Expert's Voice in Web Development)","pdf","9459369","eng","9781590599952",""
"2746fb5c-9f8d-400d-9c79-9d8cba0f4aa9","Igor","Groovy in Action","Igor","Groovy in Action","pdf","14795057","","",""
"66244168-73e5-40c8-90d6-5675148645fa","Smith, Glen & Ledbrook, Peter","Grails in Action","Glen Smith & Peter Ledbrook","Grails in Action","pdf","12236293","","",""
"f1a41239-23a2-4072-a445-598dbe882d32","Doerr, Anthony","All the Light We Cannot See","Anthony Doerr","All the Light We Cannot See","epub, mobi","6255224","eng","","Fiction"
"068e5c0a-ad2b-402a-9682-eee3671b6eeb","Clinton, Hillary Rodham","Hard Choices: A Memoir","Hillary Rodham Clinton","Hard Choices: A Memoir","epub","11697163","eng","9781471131530",""
"f9bb47d5-a60c-4e49-b50a-88dec631cac8","Alexander, Christopher","Notes on the Synthesis of Form","Christopher Alexander","Notes on the Synthesis of Form","pdf","26812812","eng","9780674627512","design, Architecture, General"
"0e7b0c7f-6d1f-455e-be57-b6a5407d4404","various","Black Iron Prison","various","Black Iron Prison","pdf","10265936","","","Discordia"
"31ca6310-b6de-49ec-8cda-45aab6e43cba","Ableson, Hal","Blown To Bits","Hal Ableson","Blown To Bits","pdf","23096274","","","technical"
"378163be-0d97-4401-87b4-0ac096e36559","Iyengar, B K S","Illustrated Light On Yoga, The","B K S Iyengar","The Illustrated Light On Yoga","pdf","20281809","","","yoga"
"4d9fa1f8-7452-49ca-9fa7-1831d823b84f","Williams, Daniel","Corona SDK Application Design","Daniel Williams","Corona SDK Application Design","pdf","1966838","eng","9781849697361","corona"
"588c0c3e-f707-4ff5-9d68-6895812a9fa1","Chas Emerick, Brian Carper & Grand, Christophe","Clojure Programming","Chas Emerick, Brian Carper & Christophe Grand","Clojure Programming","pdf","11436074","","","Programming, clojure"
"91993577-055f-435d-a742-96e81a87d47f","Jung, Kurt","Beginning Lua Programming","Kurt Jung","Beginning Lua Programming","pdf","9440870","epo","9780470069172","lua"
"5e22292e-6a4e-497b-9b00-1b1337971711","Flanagan, Nevin","Corona SDK Hotshot","Nevin Flanagan","Corona SDK Hotshot","pdf","18419368","eng","9781849694308",""
"045e4d3a-80f0-4a17-9f9a-615a226ab59c","Fleming, Ian","Casino Royale","Ian Fleming","Casino Royale","epub","63546","eng","","Fiction"
"e2d86de7-f759-4841-b2e3-5192feff15f3","McNeil, Carla Speed","Finder Library Volume 1","Carla Speed McNeil","Finder Library Volume 1","","228667476","eng","9781595826527",""
"b81e9a4b-1546-4883-bcee-af566a1f2aa4","Fogus, Michael","Functional JavaScript","Michael Fogus","Functional JavaScript","epub","3271151","eng","9781449360771",""
"c7d7be73-5fbc-457e-afbb-1da53acede56","Stoyan Stefanov","JavaScript Patterns","Stoyan Stefanov","JavaScript Patterns","epub","2864321","eng","9781449396947",""
"1040d202-5ded-4eff-80b4-b7070757f39c","Hahn, Evan","JavaScript Testing with Jasmine","Evan Hahn","JavaScript Testing with Jasmine","epub","1427753","eng","9781449356743",""
"4db11c58-01e4-4d67-b5b0-aa1b2eb3c612","Brown, Ethan","Web Development with Node and Express","Ethan Brown","Web Development with Node and Express","epub","2109307","eng","9781491949306",""
"5fedb8bc-593e-47cd-ac83-c9fcc0eeacfe","Rick Copeland","MongoDB Applied Design Patterns","Rick Copeland","MongoDB Applied Design Patterns","epub","2413779","eng","9781449340070",""
"ffdea5e6-fb60-41fd-b3c7-f21703b212fd","Karlin, Mary","Mastering Fermentation","Mary Karlin","Mastering Fermentation","epub","22475217","eng","978-1-60774-439-9",""
"7f1f6b32-53a9-420a-959e-3295b8da7797","Alexander, Michelle; West, Cornel","New Jim Crow, The","Michelle Alexander","The New Jim Crow","epub","931965","eng","9781595588197",""
"26191e8a-7d3a-424a-a612-1d13041e357b","Campbell, Joseph","Power of Myth, The","Joseph Campbell","The Power of Myth","epub","1997800","eng","978-0-307-79472-7",""
"98a8aceb-77ea-4ff7-9a94-a7d2d61bae5e","Jonathan Stark","Building Android Apps with HTML, CSS, and JavaScript","Jonathan Stark","Building Android Apps with HTML, CSS, and JavaScript","epub","5325137","eng","9781449396930","android"
"f16dd16a-7793-4a6b-b5e8-7af45c4db8d8","Eric Freeman, Elisabeth Robson, Bert Bates, and Kathy Sierra","Head First Design Patterns","Eric Freeman","Head First Design Patterns","","52558228","eng","9780596556563",""
"980e0d0a-dd9d-4222-8716-7f473dea265f","Stellman, Andrew","Learning Agile","Andrew Stellman","Learning Agile","epub","62080928","eng","",""
"183a68b5-5229-4d29-ba07-28e31a843931","Schwaber, Ken","Scrum Guide, The","Ken Schwaber","The Scrum Guide","pdf","509297","","",""
"9d3c2413-7512-4ff1-93e1-b7ef74970141","Marijn Haverbeke","Eloquent JavaScript","Marijn Haverbeke","Eloquent JavaScript","epub","3516361","eng","9781593276614",""
"dab33613-dd5b-4e3e-a212-c9378921c572","Miéville, China","Embassytown","China Miéville","Embassytown","epub","2563441","eng","978-0-345-52451-5",""
"f05f51c1-79db-42af-931b-a5dce5f2bba2","Crockford, Douglas","JavaScript: The Good Parts","Douglas Crockford","JavaScript: The Good Parts","epub","1903180","eng","9780596158736",""
"240d9476-02ff-439d-9f92-9cc3c0539d8a","Alexander, Christopher & Ishikawa, Sara & Silverstein, Murray & Jacobson, Max","Pattern Language: Towns, Buildings, Construction, A","Christopher Alexander & Sara Ishikawa & Murray Silverstein & Max Jacobson","A Pattern Language: Towns, Buildings, Construction","pdf","63661552","eng","9780195019193","Architecture, General, Criticism, Design; Drafting; Drawing & Presentation, Urban & Land Use Planning"
"6fb00e0a-0942-4bac-8eef-60f65572fa8a","Holmes, Simon D.","Getting MEAN with Mongo, Express, Angular, and Node MEAP V02","Simon D. Holmes","Getting MEAN with Mongo, Express, Angular, and Node MEAP V02","pdf","2354054","","",""
"d3c1aa51-15aa-432b-88d5-ca0271650553","Singh, Simon","Simpsons and Their Mathematical Secrets, The","Simon Singh","The Simpsons and Their Mathematical Secrets","epub","20285766","eng","",""
"8e3d87c6-bd22-475a-a9b9-a6fe37f3f806","Wendig, Chuck","ZerOes","Chuck Wendig","ZerOes","epub","677712","eng","",""
"ad776767-596e-46b1-a28c-346e21c32ba5","Mlodinow, Leonard","Drunkard's Walk, The","Leonard Mlodinow","The Drunkard's Walk","epub","812243","eng","9780307377548",""
"c4069100-07fb-48cd-aef6-95af15703d6c","Doctorow, Cory","Homeland","Cory Doctorow","Homeland","epub","350892","eng","",""
"a095bda8-1d8a-49a8-ae30-06e5b7de8082","Lawson, Jenny","Furiously Happy","Jenny Lawson","Furiously Happy","epub","5352960","eng","9781250077011",""
"28ad312a-4643-4b51-a8de-6a47e81a611a","Butcher, Jim","Fool Moon","Jim Butcher","Fool Moon","epub","516732","eng","",""
"247a875c-8409-4860-a993-305dff8e7a1c","Slaughter, Karin","Pretty Girls","Karin Slaughter","Pretty Girls","epub","1499011","eng","",""
"b57376a0-3b2a-48f2-a08e-bf3dbf326f6c","Cox, Jeff","Essential Book of Fermentation, The","Jeff Cox","The Essential Book of Fermentation","epub","5490062","eng","",""
"80b58c12-2637-4ee1-94e1-5278a8a34abc","Rothfuss, Patrick","Name of the Wind, The","Patrick Rothfuss","The Name of the Wind","epub","1893802","eng","",""
"e43d3ac7-1baf-406f-802d-a04246190a10","North, Ryan","Midas Flesh: No. 1, The","Ryan North","The Midas Flesh: No. 1","epub","5391018","eng","-001",""
"7d632441-14e0-46a0-a828-63d14165fc5a","North, Ryan","Midas Flesh: No. 2, The","Ryan North","The Midas Flesh: No. 2","epub","4288230","eng","-002",""
"0d3cd34b-9953-4580-afbc-b78f48815e89","North, Ryan","Midas Flesh: No. 3, The","Ryan North","The Midas Flesh: No. 3","epub","3959693","eng","-003",""
"f98528b6-29c0-44a9-8f52-4bf2eccd288a","North, Ryan","Midas Flesh: No. 6, The","Ryan North","The Midas Flesh: No. 6","epub","3915536","eng","-006",""
"9aaed955-92d9-4cb8-b838-2fa159b56f87","North, Ryan","Midas Flesh: No. 7, The","Ryan North","The Midas Flesh: No. 7","epub","3710285","eng","-007",""
"a092b6c1-549a-4a04-a9e6-ef4f1a7bc257","North, Ryan","Midas Flesh: No. 5, The","Ryan North","The Midas Flesh: No. 5","epub","3708284","eng","-005",""
"92d299d6-1462-4461-996d-21a9cedad1ee","North, Ryan","Midas Flesh: No. 4, The","Ryan North","The Midas Flesh: No. 4","epub","4188730","eng","-004",""
"c035b960-cbbe-4f85-8e09-ec8e396cd7aa","North, Ryan","Midas Flesh: No. 8, The","Ryan North","The Midas Flesh: No. 8","epub","10810887","eng","-008",""
"a7f05ec8-5bbd-424d-8110-8cc6aaa7bc51","Smith, Alan G.","Introduction to Arduino: A piece of cake!","Alan G. Smith","Introduction to Arduino: A piece of cake!","pdf","5369661","","","arduino"
"e93a4045-dc1e-4998-a970-e7b053ef9687","Baumann, Ken","EarthBound","Ken Baumann","EarthBound","epub","298040","ara,eng","","video games, non-fiction"
"ea0be437-7ad0-4b0b-af6d-e6a97eac290e","Brooks, Frederick","Mythical Man Month, The","Frederick Brooks","The Mythical Man Month","pdf","11459527","","",""
"88022e71-738d-45b4-9623-9d5db0cdb442","Anthropy, Anna","ZZT","Anna Anthropy","ZZT","epub","585430","ara,eng","",""
"7200fe12-a8a4-40f5-844e-7079b05d1f24","Casey, Kieran","Programming From The Ground Up","Kieran Casey","Programming From The Ground Up","pdf","1303516","","",""
"3a729bd1-30e0-443d-9107-1308d22a542d","Ingram, Daniel M.","Mastering the Core Teachings of the Buddha: An Unusually Hardcore Dharma Book","Daniel M. Ingram","Mastering the Core Teachings of the Buddha: An Unusually Hardcore Dharma Book","epub, mobi","645097","eng","9781904658405","buddhism"
"9db3aafa-0b44-4988-9a57-6967c094e929","Short, Martin","I Must Say","Martin Short","I Must Say","epub","8607725","eng","",""
"ca901ccc-3614-4747-bec9-8864878455fd","Galbraith, Robert","Cuckoo's Calling, The","Robert Galbraith","The Cuckoo's Calling","epub","896361","eng","",""
"d20417d6-1396-4409-be11-f6bc2f30c8ff","Eco, Umberto","Numero Zero","Umberto Eco","Numero Zero","epub","3106418","eng","",""
"e7c53e42-7135-47de-a5aa-085324924a5b","Simmons, Dan","Hyperion","Dan Simmons","Hyperion","epub","2395454","eng","978-0-307-78188-8",""
"3b85e0ff-fb95-4a43-8082-a3fcb9d3148a","Macdonald, Helen","H Is for Hawk","Helen Macdonald","H Is for Hawk","epub","920316","eng","",""
"67b49f48-6cbe-49b2-bd2a-daa08b13c0c8","Kaling, Mindy","Why Not Me?","Mindy Kaling","Why Not Me?","epub, mobi","39601365","eng","978-0-8041-3815-4",""
"c3f9a946-75ea-4fa3-b91a-0b05f0441944","Keith, Jeremy","HTML5 For Web Designers: Jeremy Keith","Jeremy Keith","HTML5 For Web Designers: Jeremy Keith","pdf","2008216","","",""
"d6eb1233-96a5-49e4-9482-338b637fd7cf","Cederholm, Dan","CSS3 for Web Designers","Dan Cederholm","CSS3 for Web Designers","pdf","10400782","","","CSS, HTML"
"889fddeb-85ae-4eae-bafa-f746b731e010","Kissane, Erin","Elements of Content Strategy, The","Erin Kissane","The Elements of Content Strategy","pdf","2878052","","",""
"0a7cd009-9e35-4a85-8770-0779a14f6152","Cederholm, Dan","Sass for Web Designers","Dan Cederholm","Sass for Web Designers","pdf","1821944","","",""
"3cb9ee1b-b5c4-4008-be22-a0c37e71c885","Wroblewski, Luke","Mobile First","Luke Wroblewski","Mobile First","pdf","19658234","","",""
"8ee6dc23-4f1a-4cb0-9c79-3d461dc21b26","Walter, Aarron","Designing for Emotion","Aarron Walter","Designing for Emotion","pdf","24322095","","",""
"beef582d-e504-45aa-85a1-b20e9e6aef09","Marcotte, Ethan","Responsive Web Design","Ethan Marcotte","Responsive Web Design","pdf","9301679","","",""
"82870eda-a3b3-4199-89b4-0dbfbd6c744e","Hunter, Kirsten","Irresistible APIs: Designing Web APIs That Developers Will Love","Kirsten Hunter","Irresistible APIs: Designing Web APIs That Developers Will Love","pdf","15489361","eng","9781617292552",""
"e71568ee-604b-4e96-9045-ec5ffc0ea321","Cirillo, Francecsco","Pomodoro Technique, The","Francecsco Cirillo","The Pomodoro Technique","pdf","511646","","",""
"25436fc6-465f-4c3d-983d-1aa5d914a30d","Wiebe, Kurtis J","Rat Queens, Volume 1","Kurtis J Wiebe","Rat Queens, Volume 1","pdf","48203103","","",""
"a49aabf3-88ba-466d-bb45-e484ce10bc66","King, Stephen","Bazaar of Bad Dreams, The","Stephen King","The Bazaar of Bad Dreams","epub","2273882","eng","","Fiction, Horror"
"e7e83c0c-0b83-4505-a188-d58a3d10eeb9","Clinton, Chelsea","It's Your World","Chelsea Clinton","It's Your World","epub","37930352","eng","",""
"0ca5d17c-9005-4d02-965f-0e24746bb97c","Buckley, Christopher","Relic Master, The","Christopher Buckley","The Relic Master","epub","5291691","eng","",""
"3da2152c-2e12-403c-bc61-1ad19d8887a8","Shockey, Kirsten K.","Fermented Vegetables","Kirsten K. Shockey","Fermented Vegetables","epub","27604116","eng","","food, cookbook, fermentation"
"8de36071-5c93-4e2d-ada5-a3f09258937d","Maguire, Gregory","After Alice","Gregory Maguire","After Alice","epub","921927","eng","","Fiction"
"18d9aa80-af21-4796-ae71-bcea81948400","Gaiman, Neil","Trigger Warning","Neil Gaiman","Trigger Warning","epub","879958","eng","",""
"532cb74f-92fc-4aba-9525-89a9796226c2","Herbert, Frank","Dune","Frank Herbert","Dune","epub","961253","eng","",""
"109cad6b-fb3a-4eb3-b99f-82ba881ad86e","Brontë, Charlotte","Jane Eyre, I","Charlotte Brontë","Jane Eyre, I","pdf","1894784","epo","","esperanto"
"0b3e3382-2066-4d67-9112-cd174e97a089","Brontë, Charlotte","Jane Eyre, II","Charlotte Brontë","Jane Eyre, II","pdf","1993501","epo","","esperanto"
"e6d1d8f8-5654-4ff5-b6a3-5ad99879ad24","Wells, H. G.","La tempomas'ino","H. G. Wells","La tempomas'ino","pdf","549175","epo","","esperanto"
"5136daa8-c2a6-46c1-b24a-c0e46468ae4f","Broadribb, Donald","Doroteo kaj la Sorchisto en Oz","Donald Broadribb","Doroteo kaj la Sorchisto en Oz","pdf","5080136","epo","","esperanto"
"676cd9f6-a8b0-431c-83df-cc8f0e9152f5","Varankin","Metropoliteno","Varankin","Metropoliteno","pdf","853748","epo","","esperanto"
"38746419-2417-47aa-8fc7-8c616d364d0c","Luyken, Heinrich A.","Pro Iŝtar","Heinrich A. Luyken","Pro Iŝtar","epub","413317","epo","","esperanto"
"a4dfbeae-877d-4027-b9d4-82ad8a69145f","Peneter","Sekretaj sonetoj","Peneter","Sekretaj sonetoj","pdf","145358","epo","","esperanto"
"3b1219bb-cf00-493d-bd57-efe19782035c","Schwartz, Raymond","La stranga butiko","Raymond Schwartz","La stranga butiko","pdf","1776777","epo","","esperanto"
"95eb5846-53e8-49dc-877b-e659bd2ac3dd","Engholm, Stellan","Homoj sur la tero","Stellan Engholm","Homoj sur la tero","pdf","1432045","epo","","esperanto"
"2ba893da-0aaa-4fd9-8f28-0e63b769f42b","Christie, Agatha","Murdo en la Orienta Ekspreso","Agatha Christie","Murdo en la Orienta Ekspreso","pdf","574118","epo","","esperanto"
"974d4e12-5437-48a2-a457-fa8a606d3e0d","Burroghs, Edgar Rice","Princino de Marso","Edgar Rice Burroghs","Princino de Marso","pdf","541181","epo","","esperanto"
"bd3f859b-c2a7-429c-af0b-7fc7850e3bd1","Carroll, Lewis","La Aventuroj de Alico en Mirlando","Lewis Carroll","La Aventuroj de Alico en Mirlando","pdf","1637819","epo","","esperanto"
"040da7c0-5dec-41a8-92fa-d8651d787027","Carroll, Lewis","Trans la Spegulo: kaj kion Alico trovis tie","Lewis Carroll","Trans la Spegulo: kaj kion Alico trovis tie","pdf","2060194","epo","","esperanto"
"ca833a2f-8417-4f57-a733-db467fb7837c","Chalker, Jack L.","Midnight at the Well of Souls","Jack L. Chalker","Midnight at the Well of Souls","epub","447323","eng","",""
"7f05bad2-be18-4dc2-b27d-5bd6d5d5f54e","Barron, T.A.","Lost Years, The","T.A. Barron","The Lost Years","epub","681191","eng","",""
"07ea464f-813a-495b-8652-f4ca05f30fa7","Barron, T.A.","Seven Songs, The","T.A. Barron","The Seven Songs","epub","1122755","eng","",""
"82847645-a2dd-4936-925f-6daf4324096b","Barron, T.A.","Raging Fires, The","T.A. Barron","The Raging Fires","epub","881844","eng","",""
"6afbd850-21e2-4777-95b4-9c525ece7b38","Barron, T.A.","Eternal Flame, The","T.A. Barron","The Eternal Flame","epub","1133578","eng","",""
"e7cfeb0f-51af-4618-8695-aa6e81cc6e44","Barron, T.A.","Merlin: The Book of Magic","T.A. Barron","Merlin: The Book of Magic","epub","5501200","eng","",""
"d545cfa2-8455-4761-ae61-3c4c19582a11","Barron, T.A.","Shadows on the Stars","T.A. Barron","Shadows on the Stars","epub","956581","eng","",""
"8de6122f-51ed-47b2-9565-78711f8e51c7","Barron, T.A.","Great Tree of Avalon, The","T.A. Barron","The Great Tree of Avalon","epub","756939","eng","",""
"e7812ba3-1576-4cf6-b0ed-dedf10bc6e61","Barron, T.A.","Ultimate Magic","T.A. Barron","Ultimate Magic","epub","894749","eng","",""
"43404090-8d14-459b-af0d-295d2e622997","Barron, T.A.","Dragon of Avalon, The","T.A. Barron","The Dragon of Avalon","epub","945630","eng","",""
"816f2f21-d000-404f-92f8-f5c9ca15a9a5","Barron, T.A.","Doomraga's Revenge","T.A. Barron","Doomraga's Revenge","epub","889750","eng","",""
"b85cef99-a07b-462f-a419-f18c45c0f8e8","Barron, T.A.","Wizard's Wings, A","T.A. Barron","A Wizard's Wings","epub","863255","eng","",""
"20490c0e-6587-4f57-b3ff-b53f1c0c51d5","Barron, T.A.","Mirror of Fate, The","T.A. Barron","The Mirror of Fate","epub","782138","eng","",""
"1b6aae6d-44ea-4de5-bd9c-ec314f97e653","Heinlein, Robert A.","Stranger in a Strange Land","Robert A. Heinlein","Stranger in a Strange Land","epub","862313","eng","",""
"9c15c519-c3cf-4c47-856a-9397b68b8882","Rowling, J.K.","Harry Potter and the Chamber of Secrets","J.K. Rowling","Harry Potter and the Chamber of Secrets","epub, mobi","1837437","eng","",""
"e651d6b4-88ef-4ad0-a3df-a746732d488b","Parker, Daniel","JavaScript with Promises","Daniel Parker","JavaScript with Promises","epub","1456927","eng","",""
